"","title","link","guid","atom.link","media.content","media.description","media.credit","description","dc.creator","pubDate","category","category.1","category.2","category.3","category.4","category.5","category.6","category.7","category.8","category.9","category.10","category.11","category.12","category.13","category.14","category.15","category.16","category.17","category.18"
"699","A Photo From Space Shows Belgium Shining Bright, and Social Media Lights Up","https://www.nytimes.com/2017/05/11/world/europe/belgium-lights-energy-space-astronaut.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/11/world/europe/belgium-lights-energy-space-astronaut.html","#NA","#NA","A photograph taken by the astronaut Thomas Pesquet shows Warsaw at the bottom and Belgium at top left, with the aurora borealis at right. Belgium keeps most of its street lights on all night, even along country roads.","Thomas Pesquet/European Space Agency, via NASA","Photos taken by a French astronaut sparked a discussion about their beauty — and also raised questions about energy use.","MILAN SCHREUER","Fri, 12 May 2017 12:54:48 GMT","Space and Astronomy","International Space Station","Aurora Borealis","Pesquet, Thomas (1978- )","Belgium","Europe","Energy and Power","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"700","Out There: Cassini’s Grand Finale: A Dive Between Saturn and Its Rings","https://www.nytimes.com/2017/04/21/science/cassini-nasa-saturn.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/21/science/cassini-nasa-saturn.html","#NA","#NA","An image from the Cassini spacecraft shows Earth as a point of light between the icy rings of Saturn.","Space Science Institute/JPL-Caltech/NASA","The spacecraft is set to venture into the gap between Saturn and its innermost ring 22 times until Sept. 15, then crash into the planet.","DENNIS OVERBYE","Tue, 25 Apr 2017 23:10:42 GMT","Saturn (Planet)","Cassini (Spacecraft)","Planets","National Aeronautics and Space Administration","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"701","Plumes From Saturn’s Moon Enceladus Hint That It Could Support Life","https://www.nytimes.com/2017/04/13/science/saturn-cassini-moon-enceladus.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/13/science/saturn-cassini-moon-enceladus.html","#NA","#NA","Rows of plumes rise from ice fractures on the surface of Enceladus.","NASA/JPL-Caltech, via Space Science Institute","Data from the Cassini spacecraft suggest that hydrothermal vents could provide ingredients for microbes or other forms of alien life to exist.","KENNETH CHANG","Fri, 14 Apr 2017 13:11:10 GMT","Saturn (Planet)","Enceladus (Saturn Moon)","Cassini (Spacecraft)","Space and Astronomy","Europa (Moon of Jupiter)","National Aeronautics and Space Administration","Extraterrestrial Life","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"702","A New Exoplanet May Be Most Promising Yet in Search for Life","https://www.nytimes.com/2017/04/19/science/exoplanet-signs-of-life.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/19/science/exoplanet-signs-of-life.html","#NA","#NA","An artist’s impression of the newly discovered rocky exoplanet. The exoplanet is close enough that astronomers are hopeful that with the next generation of big telescopes, they will be able to probe its atmosphere for signs of water or other evidence of suitability for life.","M. Weiss/CfA","The planet, about 40 light years from Earth, is close enough that astronomers hope they will someday be able to probe its atmosphere for signs of water or other evidence of suitability for life.","DENNIS OVERBYE","Wed, 19 Apr 2017 17:11:42 GMT","Space and Astronomy","Planets","Nature (Journal)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"703","Trilobites: Photos of Jupiter From NASA Spacecraft, Both Near and Far","https://www.nytimes.com/2017/04/07/science/jupiter-photos-hubble-telescope-juno-nasa.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/07/science/jupiter-photos-hubble-telescope-juno-nasa.html","#NA","#NA","The Hubble Space Telescope took this photograph of Jupiter on Monday as part of an annual global survey to look for changes in the storms, winds and clouds.","Amy A. Simon/NASA/European Space Agency","The Juno space probe and the Hubble Space Telescope recorded new images of Jupiter that will help scientists study the solar system’s largest planet.","KENNETH CHANG","Fri, 07 Apr 2017 22:47:34 GMT","Jupiter (Planet)","Juno (Spacecraft)","Hubble Space Telescope","Space and Astronomy","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"704","SpaceX Launches a Satellite With a Partly Used Rocket","http://www.nytimes.com/2017/03/30/science/spacex-launches-a-satellite-with-a-partly-used-rocket.html?partner=rss&emc=rss","http://www.nytimes.com/2017/03/30/science/spacex-launches-a-satellite-with-a-partly-used-rocket.html","#NA","#NA","A Falcon 9 rocket after a successful launch at the Kennedy Space Center.","SpaceX","The use of a rocket booster that had flown once before may open an era of cheaper space travel, particularly for business ventures like satellite companies.","KENNETH CHANG","Thu, 30 Mar 2017 22:42:22 GMT","Private Spaceflight","Space Exploration Technologies Corp","Satellites","SES S A","Blue Origin","Bezos, Jeffrey P","Musk, Elon","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"705","Flecks of Extraterrestrial Dust, All Over the Roof","http://www.nytimes.com/2017/03/10/science/space-dust-on-earth.html?partner=rss&emc=rss","http://www.nytimes.com/2017/03/10/science/space-dust-on-earth.html","#NA","#NA","Varieties of space dust, barely the width of a human hair. These photomicrographs were made with a special camera setup that magnifies the dust grains nearly 3,000 times.","Jan Braly Kihle/Jon Larsen","A jazz musician from Norway hunted bits of cosmic debris for eight years and found it everywhere. Turns out, tons of it land every day.","WILLIAM J. BROAD","Fri, 10 Mar 2017 16:24:00 GMT","Space and Astronomy","Urban Areas","Meteors and Meteorites","Norway","Larsen, Jon (1959- )","In Search of Stardust: Amazing Micro-Meteorites and Their Terrestrial Imposters (Book)","Books and Literature","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"706","Out There: Cosmos Controversy: The Universe Is Expanding, but How Fast?","http://www.nytimes.com/2017/02/20/science/hubble-constant-universe-expanding-speed.html?partner=rss&emc=rss","http://www.nytimes.com/2017/02/20/science/hubble-constant-universe-expanding-speed.html","#NA","#NA","A Hubble Space Telescope image of a group of interacting galaxies called Arp 273.","NASA","A small discrepancy in the value of a long-sought number has fostered a debate about just how well we know the cosmos.","DENNIS OVERBYE","Mon, 20 Feb 2017 19:47:03 GMT","Space and Astronomy","Hubble Constant","Dark Energy (Astronomy)","Dark Matter (Astronomy)","Riess, Adam Guy","Freedman, Wendy L","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"707","Vera Rubin, 88, Dies; Opened Doors in Astronomy, and for Women","https://www.nytimes.com/2016/12/27/science/vera-rubin-astronomist-who-made-the-case-for-dark-matter-dies-at-88.html?partner=rss&emc=rss","https://www.nytimes.com/2016/12/27/science/vera-rubin-astronomist-who-made-the-case-for-dark-matter-dies-at-88.html","#NA","#NA","Vera Rubin in the 1970s, when she mapped the distribution of mass in spiral galaxies by measuring how fast they rotated.","Carnegie Institution of Washington, via Associated Press","Dr. Rubin, who was awarded the National Medal of Science in 1993, ushered in the cosmic realization that most of the universe is invisible.","DENNIS OVERBYE","Wed, 28 Dec 2016 22:00:08 GMT","Deaths (Obituaries)","Space and Astronomy","Dark Matter (Astronomy)","Stars and Galaxies","Rubin, Vera (1928-2016)","Rubin, Vera","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"708","Trilobites: Spotting Mysterious Twinkles on Earth From a Million Miles Away","https://www.nytimes.com/2017/05/19/science/dscovr-satellite-ice-glints-earth-atmosphere.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/science/dscovr-satellite-ice-glints-earth-atmosphere.html","#NA","#NA","An image from the Dscovr satellite, taken on Dec. 3, 2015, shows a glint over central South America.","NASA","Hundreds of reflections observed by a satellite are a result of ice crystals floating in clouds at high altitudes, NASA scientists say.","NICHOLAS ST. FLEUR","Fri, 19 May 2017 20:32:04 GMT","Satellites","Ice","Earth","Space and Astronomy","Sun","Light","Geophysical Research Letters (Journal)","Marshak, Alexander","National Aeronautics and Space Administration","National Oceanic and Atmospheric Administration","Planets","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"709","The New Old Age: Planning to Age in Place? Find a Contractor Now","https://www.nytimes.com/2017/05/19/health/aging-in-place-contractors.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/health/aging-in-place-contractors.html","#NA","#NA","#NA","Joyce Hesselberth","Virtually all single-family homes lack features needed to accommodate aging owners’ limitations. But there are specialists prepared to help fix that.","PAULA SPAN","Fri, 19 May 2017 17:17:54 GMT","Elderly","Home Repairs and Improvements","Disabilities","Bathrooms and Toilets","National Assn of Home Builders","Joint Center for Housing Studies","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"710","Babies From Skin Cells? Prospect Is Unsettling to Some Experts","https://www.nytimes.com/2017/05/16/health/ivg-reproductive-technology.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/health/ivg-reproductive-technology.html","#NA","#NA","Mice that were created from tail cells. Researchers in Japan made viable eggs from the skin cells of adult female mice, and produced embryos that were implanted into female mice, who then gave birth to healthy babies.","Katsuhiko Hayashi","Researchers say that scientists may soon be able to create a baby from human skin cells that have been coaxed to grow into eggs and sperm.","TAMAR LEWIN","Tue, 16 May 2017 21:38:30 GMT","Skin","In Vitro Fertilization","Infertility","Reproduction (Biological)","Ethics and Official Misconduct","Hayashi, Katsuhiko","Cloning","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"711","F.D.A. Warns of Faulty Lead Testing in Children and Mothers","https://www.nytimes.com/2017/05/17/well/family/fda-warns-of-faulty-lead-testing-in-children-and-mothers.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/17/well/family/fda-warns-of-faulty-lead-testing-in-children-and-mothers.html","#NA","#NA","Christina Murphy watched as her 3-year-old daughter, Lilly, reached for a bottle of water to use during bath time at their home in Flint, Mich., where the family avoided using tap water because of concerns about lead.","Brittany Greeson for The New York Times","The concern is that certain blood tests may have underestimated blood lead levels, providing false reassurance about risk for lead exposure.","RONI CARYN RABIN","Wed, 17 May 2017 22:31:19 GMT","Tests (Medical)","Lead","Poisoning and Poisons","Children and Childhood","Food and Drug Administration","Pregnancy and Childbirth","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"712","Ask Well: How Much Weight Do I Need to Lose to Prevent Diabetes?","https://www.nytimes.com/2017/05/19/well/live/how-much-weight-do-i-need-to-lose-to-prevent-diabetes.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/well/live/how-much-weight-do-i-need-to-lose-to-prevent-diabetes.html","#NA","#NA","#NA","Stuart Bradford","Blood tests can determine if you have prediabetes, but losing a small amount of weight can prevent its progression to diabetes.","RONI CARYN RABIN","Fri, 19 May 2017 10:00:07 GMT","Tests (Medical)","Diabetes","Fasting","Weight","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"713","Suspected Cases of Ebola Rise to 29 in Democratic Republic of Congo","https://www.nytimes.com/2017/05/18/world/africa/ebola-outbreak-congo-virus.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/18/world/africa/ebola-outbreak-congo-virus.html","#NA","#NA","Medical workers treating a patient suspected of having Ebola in the Democratic Republic of Congo in 2007.","Ascale Zinten/Doctors Without Borders, via Agence France-Presse — Getty Images","Aid workers are trying to reach a remote part of the country, where there have been three deaths from the virus.","DENISE GRADY","Thu, 18 May 2017 18:11:43 GMT","Ebola Virus","Vaccination and Immunization","World Health Organization","Rollin, Pierre E","Congo, Democratic Republic of (Congo-Kinshasa)","Central African Republic","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"714","Phys Ed: New Advice to Move More After a Concussion","https://www.nytimes.com/2017/05/17/well/move/moving-more-after-a-concussion.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/17/well/move/moving-more-after-a-concussion.html","#NA","#NA","#NA","John McDonnell/The Washington Post, via Getty Images","Athletes with concussions are told to give up activity, screens and school for weeks. Now experts think a little more activity helps the brain heal.","GRETCHEN REYNOLDS","Wed, 17 May 2017 10:00:01 GMT","Athletics and Sports","Concussions","Brain","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"715","Traveling Abroad? Get a Measles Shot","https://www.nytimes.com/2017/05/18/well/live/traveling-abroad-get-a-measles-shot.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/18/well/live/traveling-abroad-get-a-measles-shot.html","#NA","#NA","#NA","#NA","Adult travelers who are not immune to measles risk bringing home a highly contagious and sometimes fatal disease.","NICHOLAS BAKALAR","Thu, 18 May 2017 09:00:02 GMT","Measles","Vaccination and Immunization","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"716","Yogurt May Be Good for the Bones","https://www.nytimes.com/2017/05/16/well/eat/yogurt-may-be-good-for-the-bones.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/well/eat/yogurt-may-be-good-for-the-bones.html","#NA","#NA","#NA","Andrew Scrivani for The New York Times","Older men and women who ate yogurt daily had a lower risk of osteoporosis than those who did not eat yogurt.","NICHOLAS BAKALAR","Tue, 16 May 2017 16:01:05 GMT","Yogurt","Bones","Osteoporosis","Exercise","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"717","Well : Of Mice and Mindfulness","https://www.nytimes.com/2017/05/18/well/move/of-mice-and-mindfulness.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/18/well/move/of-mice-and-mindfulness.html","#NA","#NA","#NA","Illustration by Renaud Vigourt","Putting mice into something like a meditative state may shed light on the human brain.","GRETCHEN REYNOLDS","Thu, 18 May 2017 12:20:45 GMT","Mice","Brain","Alternative and Complementary Medicine","Research","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"718","Texas House Approves New Limits on Abortion","https://www.nytimes.com/2017/05/20/us/politics/texas-house-approves-new-limits-on-abortion.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/us/politics/texas-house-approves-new-limits-on-abortion.html","#NA","#NA","#NA","#NA","State lawmakers backed legislation banning a second-trimester procedure and the sale or donation of fetal tissue. The measure is expected to pass in the State Senate as well.","THE ASSOCIATED PRESS","Sat, 20 May 2017 16:14:59 GMT","Texas","Abortion","State Legislatures","Law and Legislation","Pregnancy and Childbirth","Women and Girls","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
